24793,,,,10569.1928290766
23935,,,,
4250,,,,
5948,,,,
2255,,,,
12379,,,,
3543,,,,
1739,,,,
16163,,,,
630,,,,
13908,,,,
14772,,,,
857,,,,
2229,,,,
16676,,,,
17764,,,,
2659,,,,
4987,,,,
12046,,,,
18371,,,,
8742,,,,
4386,,,,
274,,,,
1542,,,,
7271,,,,
16364,,,,
4342,,,,
12565,,,,
4798,,,,
20817,,,,
7233,,,,
669,,,,
4418,,,,
13667,,,,
5538,,,,
6620,,,,
9800,,,,
22217,,,,
2010,,,,
8963,,,,
12240,,,,
2502,,,,
10001,,,,
5060,,,,
12836,,,,
13770,,,,
13773,,,,
14183,,,,
8560,,,,
10791,,,,
4038,,,,
7578,,,,
14801,,,,
11182,,,,
2641,,,,
663,,,,
2709,,,,
9800,,,,
30836,,,,
3876,,,,
7259,,,,
8176,,,,
3899,,,,
6157,,,,
8532,,,,
22141,,,,
8100,,,,
1336,,,,
13092,,,,
6393,,,,
17460,,,,
5352,,,,
3593,,,,
2043,,,,
1928,,,,
637,,,,
21622,,,,
17941,,,,
21442,,,,
20552,,,,
7917,,,,
46583,,,,
6287,,,,
9028,,,,
3442,,,,
13900,,,,
25462,,,,
17973,,,,
5137,,,,
20314,,,,
1382,,,,
5046,,,,
14336,,,,
6266,,,,
2385,,,,
5441,,,,
4904,,,,
3607,,,,
6696,,,,
6608,,,,
7436,,,,
6225,,,,
14863,,,,
10902,,,,
6989,,,,
928,,,,
22085,,,,
4654,,,,
1509,,,,
6909,,,,
11229,,,,
30635,,,,
10077,,,,
12517,,,,
15615,,,,
6532,,,,
5774,,,,
2160,,,,
17861,,,,
4200,,,,
12396,,,,
3903,,,,
43156,,,,
2986,,,,
13227,,,,
2788,,,,
5500,,,,
46830,,,,
32000,,,,
8630,,,,
9552,,,,
9337,,,,
5002,,,,
16151,,,,
2505,,,,
7752,,,,
3287,,,,
5830,,,,
14132,,,,
12205,,,,
5063,,,,
10867,,,,
6561,,,,
5682,,,,
1762,,,,
5968,,,,
1638,,,,
16078,,,,
4413,,,,
18527,,,,
13903,,,,
7442,,,,
25772,,,,
11822,,,,
6903,,,,
6006,,,,
990,,,,
4121,,,,
25916,,,,
9947,,,,
725,,,,
2025,,,,
4442,,,,
22765,,,,
17934,,,,
3325,,,,
14772,,,,
3619,,,,
7198,,,,
26907,,,,
15379,,,,
85306,,,,
6487,,,,
9352,,,,
6302,,,,
33031,,,,
4857,,,,
3590,,,,
4536,,,,
2137,,,,
12503,,,,
8203,,,,
10864,,,,
4079,,,,
10392,,,,
5485,,,,
41508,,,,
23269,,,,
16187,,,,
18869,,,,
12871,,,,
2010,,,,
7713,,,,
10396,,,,
4347,,,,
15553,,,,
3599,,,,
19821,,,,
642,,,,
5656,,,,
10142,,,,
19111,,,,
3502,,,,
7495,,,,
5715,,,,
23579,,,,
21215,,,,
8382,,,,
2137,,,,
3799,,,,
5084,,,,
445,,,,
13057,,,,
1076,,,,
11595,,,,
1942,,,,
1191,,,,
9072,,,,
14085,,,,
772,,,,
6095,,,,
669,,,,
7221,,,,
5603,,,,
2266,,,,
90145,,,,
34675,,,,
22986,,,,
3083,,,,
24092,,,,
4987,,,,
9346,,,,
3867,,,,
16699,,,,
28654,,,,
8271,,,,
10422,,,,
7710,,,,
32666,,,,
13095,,,,
20399,,,,
5615,,,,
1326,,,,
13649,,,,
16953,,,,
4604,,,,
634,,,,
6658,,,,
4669,,,,
5936,,,,
9270,,,,
24843,,,,
471,,,,
2293,,,,
2774,,,,
9647,,,,
5532,,,,
14401,,,,
9809,,,,
12082,,,,
41426,,,,
13927,,,,
6001,,,,
6163,,,,
2806,,,,
2638,,,,
3858,,,,
13926,,,,
15485,,,,
22385,,,,
6219,,,,
1503,,,,
10378,,,,
6649,,,,
19270,,,,
6803,,,,
2874,,,,
7091,,,,
9638,,,,
3684,,,,
16573,,,,
13788,,,,
8600,,,,
2529,,,,
5760,,,,
20947,,,,
3295,,,,
7451,,,,
25580,,,,
12172,,,,
8980,,,,
1223,,,,
5402,,,,
9178,,,,
24340,,,,
2635,,,,
7938,,,,
22329,,,,
13428,,,,
14354,,,,
5084,,,,
3278,,,,
2037,,,,
1297,,,,
11583,,,,
14707,,,,
1851,,,,
6124,,,,
10873,,,,
4344,,,,
2974,,,,
5049,,,,
7675,,,,
5388,,,,
30202,,,,
21026,,,,
7515,,,,
1109,,,,
14457,,,,
8314,,,,
37614,,,,
4318,,,,
10752,,,,
9010,,,,
4486,,,,
3174,,,,
5523,,,,
5376,,,,
12815,,,,
4183,,,,
14030,,,,
6800,,,,
1318,,,,
34148,,,,
8073,,,,
28460,,,,
5571,,,,
7943,,,,
15866,,,,
12723,,,,
7336,,,,
23632,,,,
15660,,,,
5323,,,,
13472,,,,
6452,,,,
3454,,,,
13086,,,,
4542,,,,
9264,,,,
5037,,,,
9617,,,,
12485,,,,
8963,,,,
1763,,,,
10248,,,,
13355,,,,
2541,,,,
19570,,,,
78456,,,,
25565,,,,
7654,,,,
13001,,,,
12479,,,,
4003,,,,
5641,,,,
28970,,,,
2936,,,,
18250,,,,
1288,,,,
19992,,,,
10189,,,,
9105,,,,
14937,,,,
2013,,,,
9579,,,,
11586,,,,
7448,,,,
13882,,,,
13575,,,,
13157,,,,
23275,,,,
4659,,,,
20581,,,,
43250,,,,
12665,,,,
3384,,,,
6010,,,,
5981,,,,
3198,,,,
83016,,,,
2912,,,,
2703,,,,
9591,,,,
9529,,,,
12692,,,,
11713,,,,
2102,,,,
19729,,,,
7088,,,,
8969,,,,
13900,,,,
5249,,,,
19070,,,,
15196,,,,
6564,,,,
7283,,,,
6817,,,,
5730,,,,
6829,,,,
7577,,,,
6917,,,,
11403,,,,
3844,,,,
7745,,,,
17552,,,,
2705,,,,
2671,,,,
22011,,,,
8553,,,,
18999,,,,
3782,,,,
8748,,,,
15951,,,,
1344,,,,
4061,,,,
3528,,,,
4046,,,,
2777,,,,
5105,,,,
39521,,,,
7481,,,,
3646,,,,
7074,,,,
6741,,,,
8940,,,,
5317,,,,
34240,,,,
8326,,,,
5205,,,,
30420,,,,
7580,,,,
4209,,,,
3693,,,,
3375,,,,
8775,,,,
7032,,,,
18545,,,,
5639,,,,
6867,,,,
6310,,,,
17186,,,,
3419,,,,
11321,,,,
5526,,,,
4713,,,,
33240,,,,
14787,,,,
20084,,,,
31142,,,,
2479,,,,
2058,,,,
6926,,,,
22574,,,,
5977,,,,
7707,,,,
10655,,,,
26081,,,,
4489,,,,
799,,,,
14368,,,,
3292,,,,
999,,,,
12677,,,,
10814,,,,
9962,,,,
15710,,,,
13307,,,,
8662,,,,
7808,,,,
8998,,,,
10060,,,,
940,,,,
10687,,,,
6479,,,,
4969,,,,
14949,,,,
772,,,,
602,,,,
11256,,,,
9304,,,,
15848,,,,
23877,,,,
6961,,,,
30721,,,,
4669,,,,
5408,,,,
3342,,,,
15506,,,,
15892,,,,
14896,,,,
4569,,,,
31484,,,,
7065,,,,
7701,,,,
13074,,,,
4088,,,,
7737,,,,
20855,,,,
16331,,,,
5715,,,,
6688,,,,
2888,,,,
44938,,,,
13196,,,,
10375,,,,
5706,,,,
4969,,,,
4333,,,,
18380,,,,
10961,,,,
10534,,,,
5099,,,,
4636,,,,
9116,,,,
18604,,,,
5618,,,,
2774,,,,
17979,,,,
11212,,,,
12126,,,,
14601,,,,
8819,,,,
6655,,,,
3163,,,,
8347,,,,
4857,,,,
8975,,,,
14421,,,,
4020,,,,
11651,,,,
6561,,,,
23485,,,,
2827,,,,
2614,,,,
2750,,,,
2723,,,,
22703,,,,
10381,,,,
3970,,,,
8061,,,,
6222,,,,
1547,,,,
24275,,,,
15146,,,,
22223,,,,
33895,,,,
8819,,,,
4009,,,,
2187,,,,
7518,,,,
9706,,,,
4990,,,,
25843,,,,
5400,,,,
26948,,,,
14153,,,,
9543,,,,
2859,,,,
24504,,,,
3687,,,,
1359,,,,
15426,,,,
7139,,,,
34057,,,,
15948,,,,
15158,,,,
11250,,,,
7846,,,,
11026,,,,
26161,,,,
15046,,,,
3657,,,,
12824,,,,
2617,,,,
29692,,,,
26105,,,,
17607,,,,
1385,,,,
45802,,,,
1235,,,,
9110,,,,
8485,,,,
5099,,,,
6773,,,,
45964,,,,
12783,,,,
7468,,,,
1341,,,,
10257,,,,
49796,,,,
19191,,,,
5523,,,,
7000,,,,
6387,,,,
3811,,,,
5379,,,,
5818,,,,
11206,,,,
4787,,,,
15824,,,,
31257,,,,
14194,,,,
2780,,,,
8766,,,,
3295,,,,
4922,,,,
2142,,,,
3557,,,,
11783,,,,
1397,,,,
14035,,,,
11693,,,,
28745,,,,
43889,,,,
2838,,,,
14280,,,,
2310,,,,
6139,,,,
14528,,,,
3192,,,,
3743,,,,
6290,,,,
2361,,,,
15945,,,,
14212,,,,
796,,,,
11607,,,,
4150,,,,
5727,,,,
10499,,,,
8710,,,,
1963,,,,
46424,,,,
