27200,600,27200,4,27200,26
27400,602,27400,1,27400,24
27600,567,27600,3,27600,17
27800,569,27800,2,27800,18
28000,524,28000,3,28000,24
28200,576,28200,1,28200,22
28400,537,28400,2,28400,20
28600,527,28600,0,28600,20
28800,540,28800,2,28800,15
29000,469,29000,4,29000,17
29200,503,29200,1,29200,19
29400,477,29400,1,29400,22
29600,457,29600,1,29600,21
29800,491,29800,2,29800,21
30000,426,30000,2,30000,14
30200,472,30200,2,30200,22
30400,426,30400,1,30400,17
30600,410,30600,1,30600,13
30800,422,30800,0,30800,14
31000,399,31000,3,31000,9
31200,373,31200,0,31200,16
31400,341,31400,2,31400,19
31600,374,31600,1,31600,20
31800,376,31800,3,31800,14
32000,360,32000,0,32000,11
32200,329,32200,0,32200,7
32400,330,32400,0,32400,17
32600,346,32600,1,32600,11
32800,322,32800,0,32800,13
33000,323,33000,1,33000,6
33200,311,33200,1,33200,10
33400,327,33400,0,33400,11
33600,306,33600,0,33600,10
33800,305,33800,0,33800,9
34000,301,34000,0,34000,14
34200,289,34200,1,34200,14
34400,278,34400,0,34400,14
34600,246,34600,3,34600,11
34800,256,34800,0,34800,13
35000,270,35000,1,35000,8
35200,236,35200,2,35200,7
35400,256,35400,1,35400,10
35600,234,35600,0,35600,3
35800,271,35800,1,35800,6
36000,242,36000,1,36000,10
36200,247,36200,1,36200,3
36400,239,36400,0,36400,7
36600,230,36600,0,36600,16
36800,227,36800,0,36800,6
37000,233,37000,1,37000,7
37200,248,37200,1,37200,9
37400,238,37400,0,37400,6
37600,245,37600,1,37600,8
37800,210,37800,2,37800,14
38000,193,38000,0,38000,4
38200,228,38200,0,38200,5
38400,195,38400,0,38400,8
38600,204,38600,0,38600,7
38800,225,38800,0,38800,5
39000,216,39000,0,39000,5
39200,170,39200,1,39200,9
39400,206,39400,1,39400,7
39600,180,39600,0,39600,6
39800,177,39800,0,39800,3
40000,184,40000,0,40000,3
40200,144,40200,1,40200,4
40400,168,40400,0,40400,6
40600,171,40600,0,40600,4
40800,169,40800,0,40800,6
41000,157,41000,0,41000,5
41200,150,41200,0,41200,7
41400,162,41400,1,41400,8
41600,149,41600,0,41600,5
41800,157,41800,0,41800,4
42000,141,42000,0,42000,1
42200,171,42200,0,42200,5
42400,147,42400,0,42400,2
42600,139,42600,1,42600,4
42800,135,42800,0,42800,1
43000,113,43000,0,43000,5
43200,138,43200,0,43200,7
43400,131,43400,0,43400,6
43600,132,43600,0,43600,6
43800,130,43800,0,43800,7
44000,116,44000,0,44000,5
44200,154,44200,0,44200,3
44400,109,44400,0,44400,7
44600,118,44600,1,44600,3
44800,113,44800,0,44800,3
45000,108,45000,0,45000,2
45200,121,45200,0,45200,2
45400,107,45400,0,45400,3
45600,115,45600,0,45600,4
45800,115,45800,0,45800,2
46000,84,46000,0,46000,9
46200,108,46200,0,46200,4
46400,102,46400,0,46400,3
46600,99,46600,0,46600,7
46800,113,46800,0,46800,2
47000,97,47000,0,47000,5
47200,89,47200,1,47200,6
47400,85,47400,0,47400,3
47600,82,47600,0,47600,2
47800,96,47800,0,47800,5
48000,92,48000,0,48000,3
48200,87,48200,0,48200,2
48400,99,48400,0,48400,1
48600,115,48600,0,48600,2
48800,104,48800,0,48800,3
49000,90,49000,0,49000,2
49200,91,49200,1,49200,5
49400,86,49400,1,49400,1
49600,84,49600,0,49600,2
49800,88,49800,0,49800,3
50000,68,50000,0,50000,2
50200,91,50200,0,50200,3
50400,92,50400,0,50400,0
50600,64,50600,0,50600,2
50800,88,50800,0,50800,4
51000,79,51000,0,51000,2
51200,80,51200,0,51200,3
51400,72,51400,0,51400,2
51600,82,51600,0,51600,1
51800,93,51800,1,51800,1
52000,76,52000,0,52000,2
52200,66,52200,0,52200,1
52400,74,52400,0,52400,2
52600,58,52600,0,52600,3
52800,53,52800,0,52800,2
53000,64,53000,0,53000,2
53200,62,53200,0,53200,2
53400,47,53400,0,53400,2
53600,42,53600,0,53600,3
53800,66,53800,0,53800,1
54000,66,54000,0,54000,0
54200,53,54200,0,54200,2
54400,56,54400,0,54400,2
54600,53,54600,0,54600,3
54800,63,54800,0,54800,0
55000,56,55000,0,55000,3
55200,60,55200,0,55200,1
55400,53,55400,1,55400,2
55600,63,55600,0,55600,0
55800,48,55800,0,55800,2
56000,58,56000,0,56000,2
56200,52,56200,0,56200,1
56400,55,56400,0,56400,0
56600,54,56600,0,56600,1
56800,43,56800,0,56800,3
57000,43,57000,0,57000,1
57200,44,57200,0,57200,0
57400,47,57400,0,57400,6
57600,40,57600,0,57600,1
57800,48,57800,0,57800,4
58000,33,58000,0,58000,1
58200,46,58200,0,58200,0
58400,33,58400,1,58400,1
58600,41,58600,0,58600,1
58800,50,58800,0,58800,1
59000,51,59000,0,59000,0
59200,44,59200,0,59200,2
59400,46,59400,0,59400,2
59600,36,59600,0,59600,2
59800,45,59800,0,59800,3
60000,46,60000,0,60000,0
60200,30,60200,0,60200,3
60400,41,60400,0,60400,2
60600,43,60600,0,60600,0
60800,41,60800,0,60800,1
61000,42,61000,0,61000,1
61200,36,61200,0,61200,1
61400,34,61400,0,61400,1
61600,35,61600,0,61600,5
61800,30,61800,0,61800,1
62000,40,62000,0,62000,1
62200,39,62200,0,62200,3
62400,24,62400,0,62400,1
62600,46,62600,0,62600,3
62800,39,62800,0,62800,1
63000,34,63000,0,63000,1
63200,35,63200,0,63200,3
63400,29,63400,0,63400,1
63600,26,63600,0,63600,1
63800,28,63800,0,63800,1
64000,34,64000,0,64000,1
64200,30,64200,0,64200,1
64400,32,64400,0,64400,2
64600,26,64600,0,64600,1
64800,25,64800,0,64800,0
65000,30,65000,0,65000,0
65200,31,65200,0,65200,1
65400,36,65400,0,65400,1
65600,29,65600,0,65600,0
65800,25,65800,0,65800,0
66000,30,66000,0,66000,1
66200,26,66200,0,66200,1
66400,24,66400,0,66400,1
66600,22,66600,0,66600,0
66800,31,66800,0,66800,1
67000,26,67000,0,67000,1
67200,21,67200,0,67200,0
67400,27,67400,0,67400,1
67600,22,67600,0,67600,0
67800,20,67800,0,67800,2
68000,27,68000,0,68000,1
68200,19,68200,0,68200,1
68400,24,68400,0,68400,1
68600,23,68600,0,68600,1
68800,32,68800,0,68800,3
69000,27,69000,0,69000,0
69200,29,69200,0,69200,1
69400,18,69400,0,69400,0
69600,30,69600,0,69600,0
69800,27,69800,0,69800,1
70000,20,70000,0,70000,1
70200,22,70200,1,70200,0
70400,27,70400,0,70400,1
70600,16,70600,0,70600,0
70800,29,70800,0,70800,1
71000,29,71000,0,71000,0
71200,19,71200,0,71200,1
71400,20,71400,0,71400,1
71600,23,71600,0,71600,0
71800,27,71800,0,71800,2
72000,24,72000,0,72000,0
72200,19,72200,0,72200,2
72400,23,72400,0,72400,0
72600,19,72600,0,72600,2
72800,34,72800,0,72800,2
73000,15,73000,0,73000,0
73200,23,73200,0,73200,1
73400,22,73400,0,73400,0
73600,22,73600,0,73600,0
73800,17,73800,0,73800,1
74000,21,74000,0,74000,1
74200,24,74200,0,74200,2
74400,23,74400,0,74400,1
74600,29,74600,0,74600,0
74800,26,74800,0,74800,0
75000,22,75000,0,75000,1
75200,17,75200,0,75200,1
75400,21,75400,0,75400,1
75600,15,75600,0,75600,0
75800,19,75800,0,75800,0
76000,20,76000,0,76000,1
76200,17,76200,0,76200,0
76400,16,76400,0,76400,0
76600,25,76600,0,76600,1
76800,15,76800,0,76800,2
77000,21,77000,0,77000,1
77200,13,77200,0,77200,1
77400,18,77400,0,77400,1
77600,20,77600,0,77600,0
77800,16,77800,0,77800,0
78000,20,78000,0,78000,0
78200,21,78200,0,78200,0
78400,20,78400,0,78400,2
78600,14,78600,0,78600,3
78800,18,78800,0,78800,0
79000,24,79000,0,79000,0
79200,14,79200,0,79200,0
79400,16,79400,0,79400,0
79600,14,79600,0,79600,3
79800,12,79800,0,79800,0
80000,9,80000,0,80000,1
80200,10,80200,0,80200,3
80400,13,80400,0,80400,0
80600,12,80600,0,80600,0
80800,6,80800,0,80800,0
81000,10,81000,0,81000,0
81200,16,81200,0,81200,0
81400,13,81400,0,81400,0
81600,11,81600,0,81600,0
81800,15,81800,0,81800,0
82000,14,82000,0,82000,1
82200,14,82200,1,82200,0
82400,11,82400,0,82400,0
82600,15,82600,0,82600,0
82800,8,82800,0,82800,0
83000,11,83000,0,83000,1
83200,12,83200,0,83200,2
83400,12,83400,0,83400,1
83600,15,83600,0,83600,0
83800,16,83800,0,83800,1
84000,14,84000,0,84000,0
84200,15,84200,1,84200,0
84400,12,84400,0,84400,0
84600,12,84600,0,84600,0
84800,13,84800,1,84800,0
85000,13,85000,0,85000,0
85200,10,85200,0,85200,0
85400,17,85400,0,85400,1
85600,14,85600,0,85600,0
85800,15,85800,0,85800,0
86000,12,86000,0,86000,0
86200,13,86200,0,86200,0
86400,10,86400,0,86400,0
86600,10,86600,0,86600,0
86800,9,86800,0,86800,0
87000,9,87000,0,87000,0
87200,11,87200,0,87200,0
87400,8,87400,0,87400,0
87600,14,87600,0,87600,2
87800,12,87800,0,87800,1
88000,10,88000,0,88000,0
88200,11,88200,0,88200,0
88400,7,88400,0,88400,0
88600,11,88600,0,88600,0
88800,8,88800,0,88800,1
89000,1,89000,0,89000,0
89200,4,89200,0,89200,0
89400,7,89400,0,89400,1
89600,10,89600,0,89600,0
89800,6,89800,0,89800,1
90000,10,90000,0,90000,0
90200,9,90200,0,90200,1
90400,5,90400,0,90400,0
90600,8,90600,0,90600,0
90800,8,90800,0,90800,0
91000,9,91000,0,91000,0
91200,8,91200,0,91200,0
91400,5,91400,0,91400,0
91600,7,91600,0,91600,0
91800,2,91800,0,91800,1
92000,6,92000,0,92000,0
92200,4,92200,0,92200,0
92400,10,92400,0,92400,0
92600,9,92600,0,92600,0
92800,3,92800,0,92800,0
93000,11,93000,0,93000,0
93200,12,93200,0,93200,0
93400,7,93400,0,93400,0
93600,5,93600,0,93600,0
93800,4,93800,0,93800,0
94000,5,94000,0,94000,0
94200,5,94200,0,94200,0
94400,4,94400,0,94400,0
94600,6,94600,0,94600,1
94800,7,94800,0,94800,0
95000,9,95000,0,95000,0
95200,7,95200,0,95200,0
95400,1,95400,0,95400,0
95600,4,95600,0,95600,0
95800,5,95800,0,95800,1
96000,1,96000,0,96000,0
96200,8,96200,0,96200,0
96400,3,96400,0,96400,0
96600,7,96600,0,96600,0
96800,3,96800,0,96800,0
97000,1,97000,0,97000,0
97200,5,97200,0,97200,0
97400,3,97400,0,97400,0
97600,6,97600,0,97600,0
97800,9,97800,0,97800,0
98000,4,98000,0,98000,0
98200,3,98200,0,98200,0
98400,4,98400,0,98400,0
98600,4,98600,0,98600,0
98800,1,98800,0,98800,0
99000,1,99000,0,99000,0
99200,2,99200,0,99200,0
99400,3,99400,0,99400,0
99600,5,99600,0,99600,0
99800,5,99800,0,99800,0
100000,4,100000,0,100000,0
100200,1,100200,0,100200,0
100400,1,100400,0,100400,0
100600,3,100600,0,100600,0
100800,1,100800,0,100800,0
101000,7,101000,0,101000,0
101200,2,101200,0,101200,0
101400,3,101400,0,101400,0
101600,6,101600,0,101600,0
101800,2,101800,0,101800,0
102000,2,102000,0,102000,0
102200,5,102200,0,102200,0
102400,0,102400,0,102400,0
102600,0,102600,0,102600,0
102800,5,102800,0,102800,0
103000,1,103000,0,103000,0
103200,3,103200,0,103200,0
103400,1,103400,0,103400,0
103600,0,103600,0,103600,0
103800,1,103800,0,103800,0
104000,3,104000,0,104000,0
104200,0,104200,0,104200,0
104400,1,104400,0,104400,0
104600,3,104600,0,104600,0
104800,1,104800,0,104800,0
105000,1,105000,0,105000,0
105200,2,105200,0,105200,0
105400,3,105400,0,105400,1
105600,0,105600,0,105600,0
105800,4,105800,0,105800,0
106000,2,106000,0,106000,0
106200,0,106200,0,106200,0
106400,1,106400,0,106400,0
106600,1,106600,0,106600,0
106800,1,106800,0,106800,0
107000,0,107000,0,107000,0
107200,2,107200,0,107200,0
107400,2,107400,0,107400,0
107600,2,107600,0,107600,0
107800,2,107800,0,107800,0
108000,0,108000,0,108000,0
108200,1,108200,0,108200,0
108400,0,108400,0,108400,0
108600,0,108600,0,108600,0
108800,1,108800,0,108800,0
109000,1,109000,0,109000,0
109200,0,109200,0,109200,0
109400,2,109400,0,109400,0
109600,0,109600,0,109600,0
109800,1,109800,0,109800,0
110000,2,110000,0,110000,0
110200,0,110200,0,110200,0
110400,1,110400,0,110400,0
110600,0,110600,0,110600,0
110800,2,110800,0,110800,0
111000,0,111000,0,111000,0
111200,3,111200,0,111200,0
111400,1,111400,0,111400,0
111600,0,111600,0,111600,0
111800,0,111800,0,111800,0
112000,0,112000,0,112000,0
112200,0,112200,0,112200,0
112400,1,112400,0,112400,0
112600,2,112600,0,112600,0
112800,0,112800,0,112800,0
113000,0,113000,0,113000,0
113200,0,113200,0,113200,0
113400,0,113400,0,113400,0
113600,1,113600,0,113600,0
113800,0,113800,0,113800,0
114000,1,114000,0,114000,0
114200,0,114200,0,114200,0
114400,0,114400,0,114400,0
114600,0,114600,0,114600,0
114800,0,114800,0,114800,0
115000,1,115000,0,115000,0
115200,0,115200,0,115200,0
115400,1,115400,0,115400,0
115600,0,115600,0,115600,0
115800,1,115800,0,115800,0
116000,0,116000,0,116000,0
116200,1,116200,0,116200,0
116400,1,116400,0,116400,0
116600,0,116600,0,116600,0
116800,0,116800,0,116800,0
117000,1,117000,0,117000,0
117200,0,117200,0,117200,0
117400,1,117400,0,117400,0
117600,1,117600,0,117600,0
117800,0,117800,0,117800,0
118000,2,118000,0,118000,0
118200,0,118200,0,118200,0
118400,1,118400,0,118400,0
118600,1,118600,0,118600,0
118800,1,118800,0,118800,0
119000,0,119000,0,119000,0
119200,0,119200,0,119200,0
119400,0,119400,0,119400,0
119600,0,119600,0,119600,0
119800,0,119800,0,119800,0
120000,1,120000,0,120000,0
120200,0,120200,0,120200,0
120400,0,120400,0,120400,0
120600,1,120600,0,120600,0
120800,1,120800,0,120800,0
121000,0,121000,0,121000,0
121200,0,121200,0,121200,0
121400,0,121400,0,121400,0
121600,1,121600,0,121600,0
121800,0,121800,0,121800,0
122000,0,122000,0,122000,0
122200,0,122200,0,122200,0
122400,0,122400,0,122400,0
122600,2,122600,0,122600,0
122800,0,122800,0,122800,0
123000,0,123000,0,123000,0
123200,0,123200,0,123200,0
123400,0,123400,0,123400,0
123600,1,123600,0,123600,0
123800,1,123800,0,123800,0
124000,0,124000,0,124000,0
124200,0,124200,0,124200,0
124400,0,124400,0,124400,0
124600,1,124600,0,124600,0
124800,0,124800,0,124800,0
125000,0,125000,0,125000,0
125200,0,125200,0,125200,0
125400,0,125400,0,125400,0
125600,0,125600,0,125600,0
125800,0,125800,0,125800,0
126000,0,126000,0,126000,0
126200,2,126200,0,126200,0
126400,0,126400,0,126400,0
126600,0,126600,0,126600,0
126800,0,126800,0,126800,0
127000,0,127000,0,127000,0
127200,0,127200,0,127200,0
127400,0,127400,0,127400,0
127600,0,127600,0,127600,0
127800,0,127800,0,127800,0
128000,1,128000,0,128000,0
128200,0,128200,0,128200,0
128400,1,128400,0,128400,0
128600,0,128600,0,128600,0
128800,0,128800,0,128800,0
129000,1,129000,0,129000,0
129200,0,129200,0,129200,0
129400,1,129400,0,129400,0
129600,1,129600,0,129600,0
129800,1,129800,0,129800,0
130000,0,130000,0,130000,0
130200,0,130200,0,130200,0
130400,0,130400,0,130400,0
130600,0,130600,0,130600,0
130800,0,130800,0,130800,0
131000,0,131000,0,131000,0
131200,0,131200,0,131200,0
131400,2,131400,0,131400,0
131600,0,131600,0,131600,0
131800,0,131800,0,131800,0
132000,1,132000,0,132000,0
132200,0,132200,0,132200,0
132400,0,132400,0,132400,0
132600,0,132600,0,132600,0
132800,0,132800,0,132800,0
133000,0,133000,0,133000,0
133200,0,133200,0,133200,0
133400,0,133400,0,133400,0
133600,0,133600,0,133600,0
133800,0,133800,0,133800,0
134000,0,134000,0,134000,0
134200,0,134200,0,134200,0
134400,0,134400,0,134400,0
134600,0,134600,0,134600,0
134800,0,134800,0,134800,0
135000,0,135000,0,135000,0
135200,0,135200,0,135200,0
135400,0,135400,0,135400,0
135600,0,135600,0,135600,0
135800,1,135800,0,135800,0
136000,0,136000,0,136000,0
136200,0,136200,0,136200,0
136400,0,136400,0,136400,0
136600,0,136600,0,136600,0
136800,0,136800,0,136800,0
137000,0,137000,0,137000,0
137200,0,137200,0,137200,0
137400,0,137400,0,137400,0
137600,0,137600,0,137600,0
137800,0,137800,0,137800,0
138000,0,138000,0,138000,0
138200,0,138200,0,138200,0
138400,1,138400,0,138400,0
138600,0,138600,0,138600,0
138800,0,138800,0,138800,0
139000,0,139000,0,139000,0
139200,0,139200,0,139200,0
139400,0,139400,0,139400,0
139600,0,139600,0,139600,0
139800,0,139800,0,139800,0
140000,0,140000,0,140000,0
140200,0,140200,0,140200,0
140400,0,140400,0,140400,0
140600,1,140600,0,140600,0
140800,0,140800,0,140800,0
141000,0,141000,0,141000,0
141200,0,141200,0,141200,0
141400,0,141400,0,141400,0
141600,0,141600,1,141600,0
141800,0,141800,0,141800,0
142000,0,142000,0,142000,0
142200,0,142200,0,142200,0
142400,1,142400,0,142400,0
142600,0,142600,0,142600,0
142800,0,142800,0,142800,0
143000,0,143000,0,143000,0
143200,0,143200,0,143200,0
143400,1,143400,0,143400,0
143600,0,143600,0,143600,0
143800,0,143800,0,143800,0
144000,1,144000,0,144000,0
144200,0,144200,0,144200,0
144400,0,144400,0,144400,0
144600,0,144600,0,144600,0
144800,1,144800,0,144800,0
145000,1,145000,0,145000,0
145200,1,145200,0,145200,0
145400,0,145400,0,145400,0
145600,0,145600,0,145600,0
145800,0,145800,0,145800,0
146000,0,146000,0,146000,0
146200,0,146200,0,146200,0
146400,0,146400,0,146400,0
146600,0,146600,0,146600,0
146800,1,146800,0,146800,0
147000,0,147000,0,147000,0
147200,0,147200,0,147200,0
147400,0,147400,0,147400,0
147600,0,147600,0,147600,0
147800,0,147800,0,147800,0
148000,0,148000,0,148000,0
148200,0,148200,0,148200,0
148400,0,148400,0,148400,0
148600,0,148600,0,148600,0
148800,0,148800,0,148800,0
149000,0,149000,0,149000,0
149200,1,149200,0,149200,0
149400,0,149400,0,149400,0
149600,0,149600,0,149600,0
149800,0,149800,0,149800,0
150000,0,150000,0,150000,0
150200,0,150200,0,150200,0
150400,0,150400,0,150400,0
150600,0,150600,0,150600,0
150800,0,150800,0,150800,0
151000,0,151000,0,151000,0
151200,2,151200,0,151200,0
151400,0,151400,0,151400,0
151600,0,151600,0,151600,0
151800,0,151800,0,151800,0
152000,1,152000,0,152000,0
152200,0,152200,0,152200,0
152400,0,152400,0,152400,0
152600,0,152600,0,152600,0
152800,0,152800,0,152800,0
153000,0,153000,0,153000,0
153200,0,153200,0,153200,0
153400,0,153400,0,153400,0
153600,0,153600,0,153600,0
153800,0,153800,0,153800,0
154000,0,154000,0,154000,0
154200,0,154200,0,154200,0
154400,1,154400,0,154400,0
154600,0,154600,0,154600,0
154800,0,154800,0,154800,0
155000,1,155000,0,155000,0
155200,0,155200,0,155200,0
155400,0,155400,0,155400,0
155600,0,155600,0,155600,0
155800,0,155800,0,155800,0
156000,0,156000,0,156000,0
156200,0,156200,0,156200,0
156400,0,156400,0,156400,0
156600,0,156600,0,156600,0
156800,0,156800,0,156800,0
157000,0,157000,0,157000,0
157200,0,157200,0,157200,0
157400,0,157400,0,157400,0
157600,0,157600,0,157600,0
157800,0,157800,0,157800,0
158000,0,158000,0,158000,0
158200,0,158200,0,158200,0
158400,0,158400,1,158400,0
158600,1,158600,0,158600,0
158800,0,158800,0,158800,0
159000,0,159000,0,159000,0
159200,0,159200,0,159200,0
159400,0,159400,0,159400,0
159600,0,159600,0,159600,0
159800,1,159800,0,159800,0
160000,0,160000,0,160000,0
160200,0,160200,0,160200,0
160400,0,160400,0,160400,0
160600,0,160600,0,160600,0
160800,0,160800,0,160800,0
161000,0,161000,0,161000,0
161200,0,161200,0,161200,0
161400,0,161400,0,161400,0
161600,0,161600,0,161600,0
161800,0,161800,0,161800,0
162000,0,162000,0,162000,0
162200,1,162200,0,162200,0
162400,0,162400,0,162400,0
162600,1,162600,0,162600,0
162800,0,162800,0,162800,0
163000,0,163000,0,163000,0
163200,0,163200,0,163200,0
163400,0,163400,0,163400,0
163600,0,163600,0,163600,0
163800,0,163800,0,163800,0
164000,0,164000,0,164000,0
164200,0,164200,0,164200,0
164400,0,164400,0,164400,0
164600,0,164600,0,164600,0
164800,0,164800,0,164800,0
165000,0,165000,0,165000,0
165200,0,165200,0,165200,0
165400,0,165400,0,165400,0
165600,0,165600,0,165600,0
165800,0,165800,0,165800,0
166000,0,166000,0,166000,0
166200,0,166200,0,166200,0
166400,0,166400,0,166400,0
166600,0,166600,0,166600,0
166800,0,166800,0,166800,0
167000,0,167000,0,167000,0
167200,0,167200,0,167200,0
167400,0,167400,0,167400,0
167600,0,167600,0,167600,0
167800,0,167800,0,167800,0
168000,0,168000,0,168000,0
168200,0,168200,0,168200,0
168400,0,168400,0,168400,0
168600,0,168600,0,168600,0
168800,0,168800,0,168800,0
169000,0,169000,0,169000,0
169200,0,169200,0,169200,0
169400,0,169400,0,169400,0
169600,0,169600,0,169600,0
169800,0,169800,0,169800,0
170000,0,170000,0,170000,0
170200,0,170200,0,170200,0
170400,0,170400,0,170400,0
170600,0,170600,0,170600,0
170800,0,170800,0,170800,0
171000,0,171000,0,171000,0
171200,0,171200,0,171200,0
171400,0,171400,0,171400,0
171600,0,171600,0,171600,0
171800,1,171800,0,171800,0
172000,0,172000,0,172000,0
172200,0,172200,0,172200,0
172400,0,172400,0,172400,0
172600,0,172600,0,172600,0
172800,0,172800,0,172800,0
173000,1,173000,0,173000,0
173200,0,173200,0,173200,0
173400,0,173400,0,173400,0
173600,0,173600,0,173600,0
173800,0,173800,0,173800,0
174000,0,174000,0,174000,0
174200,0,174200,0,174200,0
174400,0,174400,0,174400,0
174600,0,174600,0,174600,0
174800,0,174800,0,174800,0
175000,0,175000,0,175000,0
175200,0,175200,0,175200,0
175400,0,175400,0,175400,0
175600,0,175600,0,175600,0
175800,0,175800,0,175800,0
176000,0,176000,0,176000,0
176200,0,176200,0,176200,0
176400,0,176400,0,176400,0
176600,0,176600,0,176600,0
176800,0,176800,0,176800,0
177000,0,177000,0,177000,0
177200,0,177200,0,177200,0
177400,0,177400,0,177400,0
177600,0,177600,0,177600,0
177800,0,177800,0,177800,0
178000,0,178000,0,178000,0
178200,0,178200,0,178200,0
178400,0,178400,0,178400,0
178600,0,178600,0,178600,0
178800,0,178800,0,178800,0
179000,0,179000,0,179000,0
179200,0,179200,0,179200,0
179400,0,179400,0,179400,0
179600,0,179600,0,179600,0
179800,0,179800,0,179800,0
180000,0,180000,0,180000,0
180200,0,180200,0,180200,0
180400,0,180400,0,180400,0
180600,0,180600,0,180600,0
180800,0,180800,0,180800,0
181000,0,181000,0,181000,0
181200,0,181200,0,181200,0
181400,0,181400,0,181400,0
181600,0,181600,0,181600,0
181800,0,181800,0,181800,0
182000,0,182000,0,182000,0
182200,1,182200,0,182200,0
182400,0,182400,0,182400,0
182600,0,182600,0,182600,0
182800,0,182800,0,182800,0
183000,0,183000,0,183000,0
183200,0,183200,0,183200,0
183400,0,183400,0,183400,0
183600,0,183600,0,183600,0
183800,0,183800,0,183800,0
184000,0,184000,0,184000,0
184200,0,184200,0,184200,0
184400,0,184400,0,184400,0
184600,0,184600,0,184600,0
184800,0,184800,0,184800,0
185000,0,185000,0,185000,0
185200,0,185200,0,185200,0
