117573,,,,11830.344
2022,,,,
11731,,,,
8400,,,,
11559,,,,
8338,,,,
7109,,,,
68768,,,,
23252,,,,
15848,,,,
5240,,,,
55252,,,,
5020,,,,
5706,,,,
6732,,,,
10546,,,,
2016,,,,
3808,,,,
15518,,,,
12406,,,,
5211,,,,
3165,,,,
26606,,,,
12214,,,,
5623,,,,
28371,,,,
10057,,,,
1748,,,,
14003,,,,
5164,,,,
16903,,,,
22954,,,,
2458,,,,
4483,,,,
12058,,,,
5863,,,,
23296,,,,
1432,,,,
5544,,,,
7701,,,,
3036,,,,
1730,,,,
2653,,,,
12170,,,,
19193,,,,
10950,,,,
76667,,,,
5494,,,,
4052,,,,
6708,,,,
1701,,,,
44346,,,,
34398,,,,
27301,,,,
4460,,,,
8421,,,,
11704,,,,
40712,,,,
2732,,,,
12821,,,,
2420,,,,
8067,,,,
734,,,,
5656,,,,
14498,,,,
94805,,,,
19178,,,,
2567,,,,
37057,,,,
8574,,,,
3413,,,,
8636,,,,
11951,,,,
2747,,,,
1376,,,,
3870,,,,
25498,,,,
5105,,,,
5459,,,,
13346,,,,
5502,,,,
20679,,,,
3189,,,,
16842,,,,
3581,,,,
23266,,,,
10080,,,,
50630,,,,
20508,,,,
4427,,,,
12992,,,,
7109,,,,
29200,,,,
6514,,,,
21327,,,,
5344,,,,
14840,,,,
23983,,,,
8279,,,,
6750,,,,
25460,,,,
18799,,,,
30048,,,,
5597,,,,
1503,,,,
8603,,,,
9703,,,,
5237,,,,
9885,,,,
5777,,,,
19464,,,,
28722,,,,
4684,,,,
9903,,,,
3006,,,,
17039,,,,
3275,,,,
12176,,,,
9780,,,,
1043,,,,
2158,,,,
568,,,,
2909,,,,
24790,,,,
2496,,,,
24755,,,,
14124,,,,
11987,,,,
9939,,,,
10938,,,,
11344,,,,
7858,,,,
17216,,,,
5614,,,,
1438,,,,
35303,,,,
2803,,,,
7038,,,,
3059,,,,
6894,,,,
3233,,,,
11569,,,,
12567,,,,
16396,,,,
6328,,,,
18651,,,,
43468,,,,
22875,,,,
6941,,,,
18135,,,,
11503,,,,
6552,,,,
4415,,,,
20924,,,,
6808,,,,
13980,,,,
4126,,,,
5877,,,,
47291,,,,
10101,,,,
4674,,,,
13266,,,,
3849,,,,
32279,,,,
10779,,,,
6909,,,,
2414,,,,
1327,,,,
13381,,,,
14825,,,,
10092,,,,
3799,,,,
58148,,,,
18120,,,,
69130,,,,
5388,,,,
8120,,,,
19391,,,,
4554,,,,
9980,,,,
3908,,,,
2019,,,,
3133,,,,
5665,,,,
11578,,,,
40927,,,,
5279,,,,
20310,,,,
6702,,,,
1721,,,,
1951,,,,
5399,,,,
17313,,,,
2320,,,,
6903,,,,
16694,,,,
84917,,,,
12618,,,,
970,,,,
8043,,,,
20128,,,,
4825,,,,
6016,,,,
11265,,,,
17617,,,,
7020,,,,
6408,,,,
1244,,,,
3328,,,,
5337,,,,
12452,,,,
8194,,,,
19070,,,,
3835,,,,
23559,,,,
203,,,,
14380,,,,
5841,,,,
21610,,,,
14940,,,,
15857,,,,
3000,,,,
9478,,,,
11171,,,,
30190,,,,
10177,,,,
13057,,,,
10858,,,,
955,,,,
4076,,,,
57023,,,,
28023,,,,
1556,,,,
1751,,,,
9107,,,,
7401,,,,
9326,,,,
14324,,,,
3796,,,,
4271,,,,
8220,,,,
14787,,,,
19656,,,,
7890,,,,
34325,,,,
7525,,,,
5794,,,,
19270,,,,
4223,,,,
2664,,,,
12644,,,,
20419,,,,
7530,,,,
18058,,,,
4910,,,,
8830,,,,
1591,,,,
7481,,,,
15863,,,,
5196,,,,
19347,,,,
4194,,,,
42236,,,,
13243,,,,
8106,,,,
8709,,,,
19255,,,,
4108,,,,
8594,,,,
7428,,,,
10801,,,,
20639,,,,
1577,,,,
4208,,,,
4002,,,,
2416,,,,
8427,,,,
1087,,,,
40056,,,,
22185,,,,
8294,,,,
3578,,,,
5004,,,,
11368,,,,
1650,,,,
21631,,,,
20107,,,,
8827,,,,
15553,,,,
18047,,,,
5983,,,,
13331,,,,
27514,,,,
1556,,,,
26120,,,,
8138,,,,
2388,,,,
11442,,,,
32618,,,,
11091,,,,
22889,,,,
4869,,,,
15822,,,,
10068,,,,
14828,,,,
14442,,,,
7590,,,,
7009,,,,
20364,,,,
14097,,,,
2676,,,,
4230,,,,
11262,,,,
23452,,,,
15506,,,,
9214,,,,
8200,,,,
3039,,,,
19243,,,,
572,,,,
2376,,,,
7937,,,,
14852,,,,
26358,,,,
39547,,,,
2119,,,,
4716,,,,
3204,,,,
7720,,,,
9128,,,,
4318,,,,
23240,,,,
16364,,,,
8084,,,,
13649,,,,
17741,,,,
2862,,,,
1506,,,,
5691,,,,
2098,,,,
27007,,,,
22772,,,,
7336,,,,
12859,,,,
2647,,,,
7392,,,,
14984,,,,
26382,,,,
22792,,,,
12750,,,,
2016,,,,
15556,,,,
2679,,,,
3413,,,,
6311,,,,
11395,,,,
24039,,,,
8971,,,,
701,,,,
19046,,,,
10189,,,,
26046,,,,
12417,,,,
3080,,,,
4347,,,,
493,,,,
4822,,,,
5727,,,,
6446,,,,
27764,,,,
9587,,,,
3189,,,,
14849,,,,
1812,,,,
3799,,,,
19957,,,,
11931,,,,
12438,,,,
18583,,,,
3036,,,,
4636,,,,
3098,,,,
16540,,,,
13163,,,,
4124,,,,
2249,,,,
63834,,,,
8733,,,,
1082,,,,
11689,,,,
7056,,,,
19294,,,,
23532,,,,
7554,,,,
15721,,,,
22321,,,,
8784,,,,
985,,,,
955,,,,
4465,,,,
7834,,,,
1946,,,,
1019,,,,
12090,,,,
4651,,,,
16499,,,,
10634,,,,
7663,,,,
7748,,,,
6534,,,,
3820,,,,
25182,,,,
2181,,,,
1412,,,,
14734,,,,
9612,,,,
9493,,,,
9844,,,,
8014,,,,
16788,,,,
12650,,,,
13634,,,,
16995,,,,
11491,,,,
483,,,,
33936,,,,
6735,,,,
28127,,,,
30449,,,,
9001,,,,
32677,,,,
10911,,,,
10666,,,,
5689,,,,
3416,,,,
20567,,,,
11816,,,,
4961,,,,
10649,,,,
7000,,,,
25648,,,,
11065,,,,
3932,,,,
14816,,,,
5069,,,,
14704,,,,
2738,,,,
43585,,,,
14145,,,,
56204,,,,
2759,,,,
9641,,,,
3501,,,,
1588,,,,
7378,,,,
66829,,,,
6269,,,,
13375,,,,
16296,,,,
17003,,,,
9605,,,,
2320,,,,
19721,,,,
5865,,,,
7086,,,,
17248,,,,
1996,,,,
4418,,,,
13381,,,,
16464,,,,
15895,,,,
4727,,,,
18103,,,,
8355,,,,
4038,,,,
3478,,,,
19904,,,,
